,Title
1692,Fallen Idol Group
1693,The Duke and I: Undercover with My Boss
1694,Uncle Xiao LI
1695,Love of the Divine Tree
1696,Baby’s Breath
1697,The Billionaire CEO’s Exclusive Love for His Stand-in Sweetheart
1698,The Villainous Me Turned the Losers into Blackened Bosses
1699,The Return of the Gender-Swapped Sage
1700,Myun’s Shadow
1701,When a Fanfic Protagonist Transmigrated into the Original Novel
1702,What the Duke Picked Up in the Forest
1703,A Blessed Daughter
1704,"Minus Skill: The Story of Four Nuisances That Once Gathered Together, Manifested a Synergy That Created the Strongest Party."
1705,Gender Swap: I’m About to Transform Using a Card!
1706,After I Ran You Over With My Bicycle
1707,"I’m a Max-Level Taoist Master, and You’re Throwing Me Into a Rules-Based Horror Game?!"
1708,I Don’t Want to Die as a Mob in My Second Life! ～A Story Where I Kept Training from Inside the Womb and Ended Up Being Mistaken for a Monster～
1709,The Demonic Sect Is As Deranged As Ever
1710,Tanaka-san Is Cuter Than the Main Heroine
1711,It’s Not The First Time
1712,"Umareta Chokugo ni Suterareta kedo, Zensei ga Taikensha datta node Yoyuu de Ikitemasu"
1713,The Fake Lover’s Dilemma
1714,Happy Merry Level-up!
1715,Pheromone Scene
1716,"Honkai: Oh No, I’ve Become the Herrscher of Corruption?!"
1717,"Immortality: After Living for Ten Thousand Years, I Finally Have a Daughter"
1718,The Idol Who Returned to Produce Stars
1719,Star Maker
1720,Do Private Tutors Do This Sort of Thing?
1721,I Became Oda Nobunaga’s Retainer
1722,Legend of the Cultivation God
1723,My Unrequited Love Is Not You!
1724,The Road to Glory
1725,Ultimate Fighting
1726,Zhen Is a Real Actor
1727,Reborn in Each Other’s Bodies: A Mother and Daughter’s Deadly Revenge
1728,"Shizun, My Script is Wrong (Rebirth)"
1729,The Flower Blooms Again
1730,"After Tricking the Heroines, I Got Transported Into the Game!"
1731,Soul Exchange: This School Beauty Isn’t So Cold
1732,Gutter
1733,Opening an Antique Shop and Getting Rich Through All the Worlds
1734,There’s a Psycho Who Has a Crush on Me
1735,The Villainous Admiral Wants to Catch Me in His Net
1736,Immortality Begins with Comprehending the Dao Scripture
1737,Cultivating Immortality Starts with Planting Techniques
1738,Wizard: From Zero-Circle Wizard to the Omnipotent Lord
1739,Invincible by Picking Attributes
1740,"Reincarnated as a Holy Nun, I Refuse to Lose!"
1741,"Summoned to Another World with My Class, But Banished for Being Useless, I Use the Skill [Necromancer] to Command the Strongest Servants and Build an Unstoppable Army. I, Myself, Powered Up, Eventually Becoming an Invincible Being"
1742,They All Deeply Regretted It After I Became Indifferent
1743,Language Cheat Reincarnation – Young Girl VTuber Saves the World
1744,"I Skipped the Exam Because It Was Too Much Hassle, and Started My School Life at The Bottom of the Ranking, but Can I Make a Comeback From Here?"
1745,Cherry Cake
1746,Who Is the World’s Strongest Appraiser? ~Living in Another World With Satisfying Meals~
1747,The Fake Hero Is Too Strong
1748,Transmigrated As The Villain’s Sword (GL)
1749,"I Got Fired As an Adventurer, So I’m Starting Anew As an Alchemist! Frontier Exploration? Alright, Leave It to Me!"
1750,"Reborn, I Became a Male God"
1751,Survive in Another World with [House Building] Skill
1752,"Mountain, I Bought It – Living in Another World Isn’t Bad Either"
1753,"I Became the Son of a Corrupt Lord, so I’ll Enjoy an Easy Life in Another World ~but Please Stop Revering Me as a “Saint”!~"
1754,I Alone Resurrect
1755,Thousand Verdant Mountains
1756,Regressed Extras Become Geniuses
1757,Theatrical Regression Life
1758,The Baby Fairy is a Villain
1759,Transmigrating to the Qi Family
1760,"The Day After Wedding, My Husband Disappeared"
1761,I Married My Younger Sister’s Fiance
1762,I Told You I Won’t Love You Anymore
1763,I’m Probably The Only One Playing a Different Game
1764,Surviving as a Fortune Teller in the Martial Arts World
1765,"Woke Up, The Love Game Became A Thriller"
1766,After Wearing the Same Clothes as My High-School Classmate on the Subway
1767,The Barbarian of the Count’s Family Is Too Strong
1768,Becoming a Socialite in the Republic of China
1769,Parallel Lines
1770,How to Live Comfortably as an Abandoned Prince
1771,I Was Mistaken as a Genius Mage in a Game
1772,My Wicked Masquerader
1773,Bound By A Whisper
1774,Antinomy
1775,The Wicked Women Are Obsessed with My Cooking
1776,Fearlessly Daring
1777,The Intruder of a Winter Night
1778,I Rely On Selling Meng To Upgrade
1779,"I’m Starting a Leisurely Life as a Lord with My Plant Magic Cheats ~Using the Knowledge from My Previous Life to Farm, My Life Has Turned Around~"
1780,Remarried Life: The Abstinent Husband Washes the Sheets Every Night
1781,"After Returning from Hell, Being a Villain Is Too Easy"
1782,I Became a Legendary Detective in the 90s Through My Pets
1783,My Vegetable Patch Connects to a Miniature Cultivation World
1784,"Tomb Robbing: I Was Buried Alive in the Mausoleum of the First Emperor, I Get Stronger by Looting Corpses"
1785,Godly Tycoon: Starting After the College Entrance Examination
1786,"I, the Villain, Accidentally Killed the Fated Protagonist"
1787,Brother Nextdoor
1788,"I Have Divorced Your Sister, Why Are You Not Leaving?"
1789,The Grand Secretary’s Pampered Wife
1790,"Fairy, Please Forgive Me, I Never Meant to Impersonate Your Husband"
1791,"After Being Read by the Whole Family, the Real Daughter Became the Group’s Favorite"
1792,A Wall Street Genius’s Final Investment Playbook
1793,Female Master Saves the Miserable Male Protagonist (Quick Wear)
1794,"After Being Read, the Real Young Master Became My Wife"
1795,After the Wealthy Beauty Was Read by the Villain’s Family
1796,After the Voices Were Heard by the Rich Family
1797,"I Am the Villain’s Father, and the Female CEO Recognizes Me as Her Godfather at the Beginning"
1798,Concubine of the Eastern Palace (Qing Dynasty Time Travel)
1799,"At the Summer Vacation Resort, With Five Beautiful Girls, and Me, if I Don’t Do Something, the Loop Won’t End"
1800,I Became a Summoner who Summons Constellations
1801,The Muse
1802,80s: Come and Pick Up Your Wife and Kid
1803,Night Walk
1804,The Tenth Year After My Death
1805,Do Not Pick Up Guides Recklessly
1806,Xian Xian
1807,White Moonlight Omega Always Wants To Possess Me
1808,Lie Again!
1809,FISHY (The Peculiar Scent of Love in the Era of Hardship and Suffering)
1810,I’ll Make You A Talisman That Blocks Your Heats
1811,Honest Dead Man’s Cafe
1812,The Main Character of the Web Novel is a Skeleton Soldier
1813,Searching for the Baby Dragon’s Dad
1814,Innocent Heat
1815,Battle Karma
1816,Retiring From the Circle to Collect Rent Everyday
1817,How to Survive as a Player
1818,"Defeated and Captured, This Monster Girl Refuses to Become a Loyal Pet"
1819,Born Lunatic
1820,Dirty Fantasy
1821,Magica Technica ～Sword Demon Rakshasa’s VRMMO Battle Record～
1822,When I Have a Food System
1823,Sunsets Glow Red
1824,What Do You Think about Living With a Gaming Addict Girlfriend and Having Pure Love?
1825,"After Obtaining [Otherworld Guide Map] With 5.0★★★★★ (57,894 Reviews) Rating, I’ll Enjoy a Leisurely Slow-Life Journey Through Another World, Relying on [User Reviews]"
1826,Pain Immunity: Worried the Villains Aren’t Twisted Enough
1827,As if I’d Ever Be a Magical-Girl
1828,"Cultivating Immortality, Starting from Childhood Sweethearts"
1829,Even Though I Know I Shouldn’t Act Like This In Front Of The Duke
1830,I Became a Witch in a World Full of Urban Legends
1831,I’m Not A Hero Like You After All
1832,Imprisoned by the Hero’s Party
1833,Linker
1834,My Girlfriend is a Zombie
1835,Pay-to-Win-to-Immortality
1836,Sorcerer’s Handbook
1837,The Great Sword is not the Main Body!
1838,The One and Only Guide
1839,The Second Empress
1840,The Young Master Wields a Hammer
1841,I Became a Viral Author in the Interstellar Era
1842,"Your Majesty, You Mustn’t!"
1843,"The Reincarnated Thirty-Something Woman’s Otherworldly Reform Life: I Don’t Want a Political Marriage, So I’m Using My Trivia Knowledge to Make Life Fun and Change the World!"
1844,Game Master: Infinite Amplification of Everything
1845,"Kill Me More Times, I’ll Become Invincible"
1846,The Seventh Year of Summer
1847,The Strange Tales of Huai’an Inn
1848,"Living as an Adventurer in a C*astity-Reversal World, Surrounded by Beautiful and Pe*verted Women"
1849,"Although She’s a Demon King, She Likes Slacking Off!"
1850,Transmigrated as a Pregnant Cannon Fodder in a Rebirth Novel
1851,I Met a S**y Girl at a Convenience Store and We Developed a L**d Relationship
1852,I Became the Fiancé of the Villainess
1853,I Spent a Night with the Northern Grand Duchess Who Was Intoxicated by a Love Potion
1854,"I Was an Imprisoned Princess, but As I Tried To Survive, I Became Too Strong ~The Reincarnation of a Leveling-Loving Gamer in Another World~"
1855,Wand Maker of the Ruined World
1856,A Perfectly Normal Romance
1857,Another World Farming
1858,I Got Transported Into a Game Where I Skipped All the Story
1859,Junior Brother Pays Respect to You
1860,Delicate Beauty in the Palm
1861,The Imperial Peasant Girl is Both Enigmatic and Dashing
1862,Si Ming
1863,Genius Trainee: My Husband Isn’t Human
1864,Endless Throne
1865,Transmigrated as the Young Stepmother of the Male Lead in the 1960s
1866,The Ordinary Me is Worshipped as a Deity by the Extraordinary Them
1867,Judge of Souls
1868,The Beautiful Woman’s Mistaken Marriage as a Military Wife [1970s]
1869,"Can Lifespan Be Exchanged for Treasures? With Infinite Lifespan, I Became Invincible"
1870,Thousand Dusts Ferry Me
1871,I Cook Monsters in the Interstellar
1872,Levelmaker
1873,Entrapped by the Twin Dukes’ Obsession
1874,Part-Time Couple
1875,Tales of Dark River
1876,[The Forbidden Physical Relationship Between the Hypnotherapist and the Schoolgirl] The Reprogrammed High School Girl Provocatively S*duces with Her Enormous Br**sts
1877,"Reincarnated As An Ogre, I’m Going To Enjoy Life In This Other World!"
1878,"Shikigami by the Name of, Demon"
1879,The Chronicles of the Man Who Became a God and Did Whatever He Wanted
1880,The Villainous Young Lady Is Going to Be Forcibly Loved; Isn’t This Wrong?
1881,"They Realized Their Feelings, but the Knight Had Already Reincarnated as a Young Fox"
1882,If You Wish to Have Me
1883,To You Who Will Kill Me
1884,What Happens When the Second Male Lead Powers Up
1885,Beware of the Strongest Man Who is Crazy About Me
1886,The System Teaches You How to Be Human [Quick Transmigration]
1887,Becoming a Kindergarten Teacher for S-Class Spirit Beasts
1888,"Woke Up Suddenly, Saw That My Best Friend Had Turned Into a Vengeful Ghost"
1889,All Over Again
1890,Reincarnated as a Villainous Aristocrat – A Young Man Reincarnated as a Distinguished Bad Boy Defies His Destiny
1891,That Time I Got Reincarnated With Talent ~I’ll Work Hard Even if I Go to Another World~
1892,Reincarnated Aristocrat’s Territory Management: A Relaxed Slow Life in the Strongest Territory
1893,Otome Game Mob Villain (WN)
1894,Ice Man
1895,Cheat Magician Life That Started From Being Judged Useless
1896,I Became the Last Princess of the Brown Bear Kingdom
1897,The Sickly Young Master of the Namgung Family is Afraid of His Blackened Former Disciple
1898,The Esper Who Loves Me
1899,Sunshine Shower
1900,The Entire Demon World is Fighting for My Favor: A Shura Field
1901,Surviving with Killer Face and Sharper Tongue
1902,After the Little Cannon Fodder was Spoiled by the Rich Boss
1903,Dual Cultivation with a Fox Demon
1904,Does First Love Really Never Come True?
1905,Living with Male Friends
1906,Love Divorce
1907,No Matter How Much T*ash Regrets
1908,The Husband’s Wife Has Returned
1909,The Master Became a Wealthy Madam
1910,I Am the Fated Villain
1911,"At The Beginning Of The Novel, The Villain Forced The Protagonist’s Step-Mom To Bear His Children"
1912,Descendants of the False Gods
1913,Creating Anime In A Fantasy World
1914,My Life as A Death Guard
1915,Trapped in Paradise
1916,Forest Ranger: Starting with a Giant Panda Mom Clinging to Me
1917,Atlas of Heaven and Earth
1918,Cannon Fodder Female Lead’s Online Counterattack
1919,Conquering the Ultimate Challenge
1920,Family Cultivation: Ascending to Immortality
1921,Game of Thrones
1922,Her Softness
1923,Master Xi Wants to Make It Official Everyday
1924,My Sister Returns from the Countryside
1925,Night and Day
1926,Night’s Nomenclature
1927,Rules for Role-Playing High-Risk Personas
1928,The Beast Bit The Throat of the Late Empress
1929,The Reason Why She Wanted To Leave
1930,The Splendor of the Tang Dynasty
1931,Unending Wedding Bliss
1932,What I Seek Day and Night
1933,"Young Marshal: Having Many Children Brings Blessings, Marrying a Wife Means Joining the Great Power!!"
1934,The World of Contrasts
1935,Love Me More
1936,Things That Were Briefly Gods
1937,The Hero’s Coffin
1938,Guilty Scandal
1939,Bermuda
1940,"I’m the 99th Supporting Actress, but He’s Obsessed with Me"
1941,N*ked Baby
1942,"After Rebirth, The Crown Princess Became A Salted Fish!"
1943,I Became a Servant The Dragons Obsessed With
1944,A Shaman Doctor’s Live Diagnosis Stream!
1945,What’s Wrong with This Alpha?
1946,"The Princess Is Hiding Her Identity, And Only Her Boyfriend Doesn’t Know"
1947,Tomb Raider’s Gambit Login as Guanshan Taibao
1948,Can Even a Mob Highschooler Like Me be a Normie if I Become an Adventurer?
1949,Wizard Stone
1950,Carefree Scholar
1951,"After the Salted Fish Transmigrated Through the Book, He Became Pregnant With the Emperor’s Child"
1952,I No Longer Want to Remember You
1953,Obsessed by My Husband’s Loyal Dog
1954,Snowfield
1955,Under the Beast’s Realm
1956,"Farming Happiness: Husband, Come and Plough the Fields"
1957,After Being Reborn as the Chief Eunuch
1958,So Happy! The Villain S*ave
1959,"Once Scorned for My Mixed Spiritual Roots, Now They Weep at My Power!"
1960,I Am Daddy’s F****light
1961,My Second Life: I Wanna Heal People… and Also Do Naughty Stuff!
1962,The Substitute Succubus Returns with a Ball
1963,Projection
1964,Madonna’s Bizarre Case Files of Gyeongseong
1965,Half and Half
1966,Meddling with Me
1967,Be a Little Landlord
1968,Land Reformation in Another World: Public Work Starts With Earth Magic
1969,My Disciple Will Never Become a Demon
1970,Smash All Pots and Pans To Go to School
1971,"You Cultivate, I Farm"
1972,Always Ending Up as an Animal Cub
1973,I Can See Through Everything
1974,I Am Not in Your Greenhouse
1975,Sweet Reincarnation (WN)
1976,"Forced to Marry Instead, the Beauty from the Art Troupe Goes to Join the Army"
1977,I Ended up Adopting VTuber Sisters
1978,The Cat Who Dislikes Catnip
1979,Hedonist Prodigy
1980,Anti-Phantom Android Development Laboratory
1981,Ten Thousand Word Strategy
1982,The Swordsmanship Prodigy Saintess
1983,Dianxia Qingcheng
1984,The Book of Misunderstanding
1985,The Right Wing of God
1986,I am Retiring because I have a Terminal Illness
1987,"The System is Abstract, Luckily, So Am I"
1988,From Azkaban to Hogwarts
1989,The Dog Needs a Master
1990,"After Transmigrating Into a Book, the Female Forensic Doctor Had a HE with the Second Male Lead"
1991,Contract Marriage: Rewritten
1992,The Ever-Positive Angel Is in Charge of the Magical Girl’s Mental Care
1993,I’m a Family Doctor in a Domineering Boss Novel
1994,The Male Leads Are Trapped in My Painting
1995,Beyond the Hero’s Death
1996,I Just Wanted to be the Older Sister that the Male lead Knows
1997,This Bastard is Too Competent
1998,Immortal Divine Tribulation
1999,The Heroes of China Saga
2000,How The Sub-Male Lead’s Stepmother Teaches Love
2001,The Romance Fantasy Novel MC is Only Into Me
2002,Humble Mortals Don’t Need Love-Drunk Saviors
2003,"I,A Gangster, Became a High School Student"
2004,The Villainous Male Supporting Character’s Counterattack
2005,The General’s Affection
2006,Pale Dawn
2007,Dear My Horror
2008,Monopolize
2009,Before You Go Insane
2010,How Could I Lose to Him
2011,The Way of Restraint
2012,"Anything Goes in Another World, Etcetera"
2013,The Cold and Ruthless Supporting Male Lead
2014,"The Knight Who Broke Off Our Engagement and Told Me to Never Show My Face Again Still Clings to Me Today, Even Though I Was Possessed and Turned Into a Villainess for Ten Years"
2015,The Quest for Immortality
2016,No Money to Cultivate Immortality?
2017,"Becoming the Wind of Grandir ~The Socially Disabled Saint Who Got Fired from Her Party, But She Holds No Grudges and Enjoys a Slow Life~"
2018,It Was So Hard to Bring About an Industrial Revolution From Manufacturing in Another World
2019,A Hospital in Another World?
2020,Imperial Crown
2021,"Shennong, The Daoist Lord of Farming"
2022,My Little Mountain Kingdom
2023,The Peace Order
2024,Corpse Retriever
2025,Ask the Mirror
2026,The Wealthy Female Supporting Role Wants To Get Off Work [Through The Book]
2027,The Villain CEO Taught Me How To Conquer Himself
2028,Muted
2029,Signing In At 70s: The Female Supporting Role of Educated Youth Is Pampered by The Boss
2030,"That’s All For Tonight, Emperor"
2031,I Am Cannon Fodder [Quick Transmigration]
2032,Female Supporting Character [Quick Transmigration]
2033,Isekai Surgeon
2034,"After Being Read by The Whole Family, The Real Daughter Became Everyone’s Favorite"
2035,Reborn in the 1970s as a Rural Woman
2036,How to Survive as an Original Author in a Doujinshi
2037,Diary of a Dead Wizard
2038,Accidentally Born in the ‘60s
2039,Serve as Contrast Team in a ‘Dad with Baby’ Show
2040,The Crybaby Gong Wakes Up to Find His Archenemy is Pregnant
2041,"Failed Awakening, Summoning a Divine Beast, I Take Off On the Spot"
2042,Immortality Begins by Taking Care of Master’s Wife
2043,Beloved Marriage in High Society
2044,"Husband, Let’s Cuddle!"
2045,Shameless World
2046,No One Loved Me
2047,Cannon Fodder Refuses to Be a Stepping Stone for His Cub [QT]
2048,I Started Farming in the Countryside After I Divorced
2049,"If your Husband is Cute, it’s Hard to Resist"
2050,My Favorite MBTI Is Definitely S*xy
2051,Royal Gold Magistrate
2052,The Cursed Beast Caught My Leash
2053,The Awakening of the Paranoid Villain’s Little Daddy
2054,"Neighbor, Younger, Flutter"
2055,Respect the Clothes Before the Man
2056,The Goofball Transmigrates into a Tycoon’s Stepdad
2057,The Warrior of the Namgung Clan Reincarnated in a Romance Fantasy
2058,The Butcher of Sargon: Renekton In Arknight
2059,Application For Divorce
2060,Predator-Type Magical Girl
2061,Controlled Experiment
2062,S.C.I Mystery Series
2063,I Became the Maid of the Tragic Male Lead
2064,I Reached the Pinnacle of Life After Being Switched at Birth [Rebirth]
2065,"Simulating Crimes 100,000 Times, I Became an Ace Detective"
2066,Accidentally Going Viral in the Entertainment Industry After My Thoughts Were Read
2067,Death Progress Bar
2068,"Forced to Marry a Cold-hearted Minister, I Won’t Chase Him Anymore After Being Reborn"
2069,Imperfect Girl
2070,Circumstances of a Villainess from the Outskirts
2071,Don’t Provoke the Black Lotus O [Transmigration Novel]
2072,The Prime Minister is Pregnant with Dragon Seed
2073,The Record of Washing Tassels
2074,The Male Lead Has Set His Sights on Me
2075,Mistaken for a Catastrophe-Level Ghost Story Employee
2076,My Wife is a Mahayana Big Shot
2077,I Will Eventually Become the Hero of Justice
2078,I Found Tiny Dungeon That Can Only Produce Metal Slime
2079,I Really Didn’t Mean to Play Go!
2080,"I Faked a Pregnancy, but My Husband Returned"
2081,"That Night, The Beast Unfailingly Sought Me Out"
2082,The Abandoned Villainess Became a Zombie
2083,Stealing an Immortal Back to the Demon Realm
2084,"After Playing the Role of a Villainous Male Zerg, I Became a Heartthrob [Zergs]"
2085,Miss Witch Doesn’t Want to Become a Songstress
2086,"After Rebirth, My Archrival Omega Looks at Me Differently"
2087,Transmigrating into the Male Protagonist’s Stepsister
2088,The Abandoned Son Runs Rampant
2089,Camellia
2090,Why Hasn’t He Broken Up With Me Yet?
2091,Madan no Ou to Michelia
2092,"A Very Popular Idol Classmate Has Taken a Liking to Me, A Person Who Doesn’t Want to Work for Whole Life"
2093,A Beautiful Duchess with a Dark Heart
2094,Bai Li’s Dream
2095,"Cultivating the Divine Art Wrong, Wreaking Havoc on the Jianghu"
2096,The Splendid Brocade of the Painting Physician
2097,"Wizard, I Have Another World"
2098,"When I Took Back My Beloved Child Who Had Been Taken From Me, My Husband’s Obsessive Love Began. Why?"
2099,The Gal Next to Me Is Trying Too Hard to Make Me Fall in Love With Her
2100,Please to Fox-sama!
2101,Entering a Company From Another World!?
2102,Knight’s Chivalry
2103,The Demonic King Chases His Wife: The Rebellious Good-for-Nothing Miss
2104,Daughter of the Dao and Devil Venerables
2105,Three Years After Falling Off a Cliff
2106,Transmigrating into the Genius Cannon Fodder’s Aunt
2107,The Sickly Little Wife of the 1980s
2108,Raising Little Monster
2109,Foolish Omega Bound to the Rewind System
2110,My Roommate Smells Good
2111,The Extravagant Alpha And The Cold Movie Queen’s Fake Act Became Real
2112,I Became The Wife Of The Cursed Grand Duke
2113,"[The Aspiring Hero Reincarnated as a Villainous Mob, Unknowingly Ruins the Original Dark Plot] Dear Goddess, Am I the Protagonist of This World？"
2114,[TS] Awakened to a Life of Play
2115,A S*ave Of Rubelfast
2116,Ace of Diamond: Return of the Pitcher
2117,After I Quit My Coworkers Became Obsessed With Me
2118,"After Rebirth, Everyone Thought I Had a Secret Crush on Him"
2119,As True as a Dream
2120,Becoming a VTuber Because of a Friend
2121,Bureau of Magical Girl Correction and Supervision
2122,Cunning Fish of the Forest
2123,Demon Consort Runs into the Beijing Crown Prince
2124,Don’t Touch Porcelain
2125,Electronic Girlfriend: First Top-Up of 6 Yuan Grants the Demonfallen Sword Immortal
2126,"Fairy, I’m Really Not Your Doppelgänger"
2127,Gilded Princess
2128,How a Black-Haired Barbarian Survived the Labyrinth in Another World
2129,How a Sickly Beauty Clears Infinite Variety Shows
2130,I Became the Daughter of the Western General (Remake Version)
2131,I Became the Second-in-Command in a Romance Fantasy Novel
2132,I Became the Terminally Ill Character in My Friend’s Academy Novel
2133,I Became the Villainous Goalkeeper in a Novel
2134,I Can See a VTuber’s Red Pills
2135,I Got Engaged To The Blind Duke
2136,I Hope You Don’t Come To My Funeral
2137,I Will Buy Divine Power With Money!
2138,I’m About To Be Devoured By The Villain I Raised
2139,"I’m Telling You, I’m Not The Villain!"
2140,If Regret Keeps Us Alive
2141,"In the End, I’ve Been Betrayed by Pure Love, so I’m Switching Sides Now"
2142,It’s The First Time For Both Of Us
2143,Just as You Say!
2144,"Let’s Go To Our Home, Why Are You Going To The Palace?"
2145,"Level 1 Strongest Sage ~ Cursed to Be Able to Use Only the Lowest Level of Magic, but Because of the God’s Miscalculation I Got Infinite Magic and Became the Strongest ~"
2146,Little Birdy Pampering Manual
2147,Love in the ’70s: A Free Romance
2148,"Martial Emperor of Blue Star, Turned into a Blood S*ave Girl by a Vampire Princess"
2149,"My Childhood Friend, Who I Promised to Marry in the Future, Came Back as a Swordsman"
2150,My Longevity Simulation
2151,Obituary
2152,Rebellious Young Ladies
2153,Reborn: Clinging to a Big Shot in the Apocalypse to Lie Down and Win
2154,SAYE
2155,"Since the Broadcast Failed, I’ll Become a VTuber!"
2156,Starting With a Reef [Global Survival]
2157,Stranded on a Deserted Island and Taken Home by a Mermaid
2158,Sunset At Lake Elgreen
2159,Survival Male Supporting Role [Quick Transmigration]
2160,Sweet Little Tail
2161,Taming the Evil Saintess
2162,The Apocalypse Has Been Downloaded
2163,The Boy Who Reincarnated as the World’s Greatest Villain Becomes a Charismatic Hero – Creating a Legion of Heroes with Nation-Ruining Beautiful Girls
2164,The Butterfly’s Sweet Tears
2165,The Crazy Battle God Has Returned
2166,The Devotion Of Sir Lorantz
2167,The Empress Dreams of Revenge
2168,The Fallen Princess is Sold Off
2169,"The Goddess Granted Me the [Hatching] Skill and Somehow I Became the Strongest Tamer, Commanding Mythical and Divine Beasts"
2170,The Heroine In The Romantic Comedy Is Strange
2171,The Illegitimate Who Devours Weapons
2172,The Kind Male Lead Turned Evil
2173,The Last Gentleman
2174,The Loyal Abandoned Princess
2175,The Magical Girl Killed Another Magical Girl Today
2176,The Munchkin Godslayer Became a Constellation
2177,The Northern Black-Haired Grand Duke is the Male Lead
2178,The Path of Immortality: Starts With Creating Water Bear Gu
2179,The Prodigal Son Returns
2180,The Queen of Arms
2181,The Regressed Full-Combo VTuber Is the Youngest Daughter of a Chaebol Family
2182,The Regressed Mercenary’s Machinations
2183,The S*umbag Transformation Strategy [Quick Transmigration]
2184,The Strongest God
2185,"The Strongest Loner Redo His Youth With Unmatched Prowess!! ~In the Second Round of School Life, He Made Beautiful Girl Friends!~"
2186,The Young Man’s Big Black Dog
2187,"What a Bountiful Harvest, Demon Lord!"
2188,What Lies Within
2189,When A Villain Meets A Villain
2190,When an Oblivious Handsome Older Man Went Back in Time and Was Building a Harem
2191,When the Bitter Wind Blows
2192,Wife’s Beautiful B**tocks
2193,Windburg
2194,Wish You Loved Me
2195,You Were There at the End of Winter
2196,I got Entangled with the Future Big Boss in my Dreams
2197,A Young Lady Who Has Had Everything Exploited By Her Sickly Younger Sister Will Not Let Anyone Take Anything From Her Anymore
2198,Miss Luo Yan’s Feet Are Buried With Corpses
2199,What to Do After Being Transported into a Mature-Themed Novel and Caught in a Storm of Passion
2200,Secret Love Affair between a Former Saint and a Dark Hero
2201,The Vicious Female Lead Doesn’t Want to Do It Anymore
2202,Untamed Enemy
2203,Stealing the Yuri Protagonist Harem
2204,The Regressed Tyrant Princess Rewrites Her Dark History
2205,I Seduced the Female Lead in a Romance Fantasy
2206,Shedding Regrets at Trinity
2207,"A Rank-Exlporer and Streamer – I Was Just Sharing Dungeon Etiquette, but Somehow It Went Viral and Now I’m in Trouble!"
2208,Labyrinth Exploration 101
2209,The Northern Grand Duke’s Hamster
2210,Shion’s Notes
2211,Stealing Moonlight
2212,I Became a Dedicated Guide for The Cursed Espers
2213,"It’s a Gender-Reversed World, But I Don’t Go Out Anyway"
2214,This Isn’t a Self Harm Broadcast
2215,Commoner Queen: Falling in Love with His Royal Highness the Crown Prince
2216,Inner Demons
2217,I Like The Man Who Is Said To Be The Villain
2218,The Abandoned Duchess Seems to Want a Peaceful Life
2219,"The Chosen One Was Me, Not You"
2220,A Marriage Written in Fate
2221,My Little Grand Duchess
2222,Commoner White Mage
2223,Kill Your X
2224,Transmigrated to a Tribe as a Priest
2225,I Became a Revered Civil Servant
2226,The Heroines of a Dark Fantasy Obsess Over Me
2227,I Became the Protagonist’s Attachment Doll
2228,I Received an NTR V*deo
2229,Nightmare Assault
2230,Don’t Be Too Nice!
2231,Privilege
2232,I Adopted A Villainess And Got A Villain Husband
2233,"Reincarnated for the Second Time into a Harem Academy! I’ve Already Graduated from Being the Strongest, Now I Save Beautiful Girls from the Scumbags in This World of Reversed C*astity"
2234,Don’t Come To My Office After School
2235,"The World’s Strongest Sorcerer, Byakko Yakko: Reincarnated and Overpowered, His Magic Surpasses Not Just Japan but the Entire World, Surrounded by Beautiful Noble Daughters of the Five Great Clans"
2236,"When I Reincarnated as the Main Character of a King-themed Fantasy Manga, There was Another Reincarnator in the Village"
2237,"I Started Dating Someone By Taking Advantage Of Her Weakness, But I Was Actually Dating Her Mother"
2238,Restricted Zone
2239,"Our Meeting Was a Calamity, Our Love Was Fate"
2240,"I Asked You To Simulate A Crime, And You Pulled Off The Perfect Crime?"
2241,Marry My Iron Buddy
2242,The Slothful Villainous Noble
2243,Folklore’s #1 Boss
2244,The Nymph Wants to be P**ndered
2245,To My Arrogant Master
2246,Virus King
2247,Friend
2248,I’m Unemployed but I’m Exploring the Dungeon Again Today
2249,"For Some Reason, the Internet Cafe Where I Work Part-Time Has Become a Hangout Spot for the Beautiful Girls in My Class"
2250,I Save The World In A Doomsday Text Game
2251,Rebirth of the Super Battleship
2252,The Thief Became a War Hero
2253,How To Play The Villain
2254,Can We Get Married First?
2255,"Once Again, A Married Couple"
2256,The Reason Why the Villainess Saved the Male Protagonist’s Terminally Ill Brother
2257,Flowers Bloom Even in Shadows of April
2258,Genius Archmage of the Magic Department
2259,My Friend’s Little Sister is Special
2260,The Main Heroine Falls for the Extra
2261,I Am Receiving Help From The Dragon
2262,"I Fell in Love with a Delusional Loner Girl, and Now Things Are Giga Heavy"
2263,Yeonsan: The Monarch
2264,[TS] The Life of a Streamer That Doesn’t Get F**ked up
2265,Animation Producer in a Fantasy World
2266,Black Fox of The Ability Academy
2267,I’ll Live as a Villain Obsessed Over by a Magical Girl
2268,My Female Friends Are Surprisingly Willing to Do It if I Ask Them (LN)
2269,"Rather Than Zhang Ran, Zhang Bao’s Eldest Daughter"
2270,The Reincarnated Villain Makes The Heroines Tearfully Beg for Forgiveness
2271,Being the Sidekick in a Romantic Comedy Isn’t Easy!
2272,The Cruel Fate
2273,Crazy Gossiping in the Cultivation World
2274,She is the BL Novel Protagonist’s White Moonlight
2275,Survival Rules for D-rank Guides
